city,name,room_type,price,minimum_nights,num_reviews,house_rules,maximum_occupancy
Phoenix,City home ii,Private room,631.0,1.0,2.0,No visitors & No children under 10,2
Mason City,Cozy neighborhood studio,Entire home/apt,589.0,2.0,3.0,No smoking & No pets,5
San Luis Obispo,Gorgeous garden apartment in park slope,Entire home/apt,910.0,3.0,1.0,No visitors,9
Jacksonville,Great room near neighborhood market,Private room,800.0,1.0,3.0,No visitors & No children under 10,1
Hyannis,City club penthouse suite,Entire home/apt,1010.0,1.0,4.0,No smoking,6
Marquette,Parisian apt in prime carroll gardens city,Entire home/apt,97.0,5.0,1.0,No children under 10 & No pets & No smoking,3
Scranton,The yellow croptop in neighborhood city,Private room,892.0,1.0,5.0,No children under 10 & No pets,2
Great Falls,Highclass clean and calm,Private room,732.0,1.0,3.0,No visitors,1
Pasco,Comfortable home in the heart of it all,Private room,672.0,1.0,3.0,No parties,1
Garden City,"Bright, beautiful + adorable in s. neighborhood",Entire home/apt,589.0,1.0,4.0,No children under 10 & No visitors & No smoking,2
Cincinnati,Private room,Private room,1113.0,1.0,3.0,No pets & No children under 10 & No visitors,2
Oakland,Spacious city one bedroom/loft***morgan l stop,Entire home/apt,1164.0,4.0,3.0,No children under 10 & No pets,6
Tallahassee,"Luxury 2 br apartment, columbus circle",Entire home/apt,606.0,30.0,5.0,No parties,4
Trenton,Minutes to everything in the middle of city,Private room,81.0,1.0,4.0,No visitors & No parties,1
Huntsville,Cozy bedroom in neighborhood,Private room,762.0,1.0,4.0,No parties,2
Escanaba,Sun and spacious apartment in city,Private room,666.0,4.0,1.0,No smoking & No parties,2
Portland,Large apartment walking distance to neighborhood,Private room,1157.0,4.0,4.0,No parties & No smoking & No pets,2
Florence,Spacious and welcoming studio apartment,Entire home/apt,938.0,30.0,3.0,No visitors,3
Little Rock,Bright & luxurious studio in financial district,Entire home/apt,1172.0,4.0,3.0,No smoking,11
St. George,Charming townhouse near rsd park!  2 bedroom apt,Entire home/apt,316.0,30.0,5.0,No smoking,3
Branson,"Cozy apartment in neighborhood, bk",Private room,812.0,15.0,2.0,No pets & No children under 10 & No smoking,1
Grand Junction,Lovely 2-bedroom near prospect park,Entire home/apt,595.0,3.0,5.0,No parties,3
Kahului,"Bright, modern room with a view of city skyline",Private room,635.0,5.0,5.0,No children under 10,2
Daytona Beach,Cool city spot,Private room,983.0,2.0,5.0,No smoking & No pets,1
Buffalo,@ amazing neighborhood furnished  apartment @,Entire home/apt,715.0,30.0,4.0,No parties,7
Fresno,Comfy queen bedroom in crown heights 2sr,Private room,603.0,1.0,1.0,No smoking & No parties & No children under 10,1
Grand Island,"Pretty, 775 sq ft, 1.75 br, city apt.",Entire home/apt,1178.0,2.0,2.0,No smoking,8
Louisville,Stylish apt in the heart of neighborhood,Entire home/apt,796.0,30.0,5.0,No parties,6
Flint,Hudson columbia presbyterian med ctr * studio apt*,Entire home/apt,621.0,30.0,1.0,No parties,2
San Diego,Conveniently located 2 br time square apartment,Entire home/apt,502.0,2.0,5.0,No parties & No smoking & No children under 10,4
Islip,Sun upper east side escape,Private room,170.0,4.0,3.0,No pets,1
Beaumont,Affordable 5-p room n private bath,Private room,1045.0,1.0,4.0,No visitors & No children under 10,1
Santa Ana,Private sun room with private bathroom&entrance,Private room,119.0,5.0,1.0,No parties & No smoking,2
Greensboro,Neighborhood sky,Entire home/apt,598.0,2.0,4.0,No smoking & No children under 10,2
Dillingham,Private room in neighborhood,Private room,663.0,1.0,1.0,No parties,1
St. Louis,Nice bedroom - lower east side,Private room,993.0,1.0,4.0,No smoking,2
Devils Lake,Full bed/spa amenities for sophisticated travelers,Private room,336.0,2.0,4.0,No visitors & No children under 10,1
Scottsbluff,"King suite with sofa bed, your sanctuary in soho",Private room,771.0,1.0,4.0,No children under 10 & No smoking & No pets,1
Vernal,Modern stay w. 30 min. to city downtown on #4 line,Entire home/apt,1112.0,6.0,5.0,No parties,4
St. Cloud,The sweet pea cottage,Entire home/apt,968.0,1.0,5.0,No pets,3
Portland,"I promise you ,you'll never  want to leave!",Private room,470.0,2.0,2.0,No pets,1
San Jose,Yankee baseball stay,Private room,911.0,1.0,5.0,No pets,1
Joplin,纽约罗岛roosevelt island整租或合租 窗外美景 设施全 家具新 到曼哈顿方便 性价比高,Entire home/apt,191.0,1.0,4.0,No pets & No children under 10 & No smoking,3
San Juan,2br getaway in modern luxury building,Entire home/apt,826.0,3.0,5.0,No parties,5
Lafayette,Beautiful designer studio on 1st,Entire home/apt,897.0,3.0,5.0,No smoking,5
Lubbock,Cozy clean small apartment 2 bedrooms city,Entire home/apt,313.0,2.0,1.0,No children under 10 & No parties,3
Monterey,Chill east neighborhood apartment,Private room,426.0,2.0,4.0,No pets,1
Rapid City,The neighborhood home: the sunlight room,Private room,764.0,1.0,3.0,No smoking & No children under 10 & No parties,2
Burlington,Private room in luxury apt building - city,Private room,1000.0,2.0,5.0,No children under 10,1
Kalamazoo,Perfect location_upper west side_*park*,Private room,643.0,7.0,4.0,No parties,2
Yakutat,Cozy neighborhood gem near park and hip amenities!,Private room,822.0,7.0,2.0,No parties & No children under 10,2
Flagstaff,Air conditioned excellent private room for 1,Private room,185.0,5.0,4.0,No children under 10 & No parties,2
Fresno,Beautiful private bedroom with balco,Private room,606.0,1.0,5.0,No smoking,1
Hays,Entire 2bed apt in city,Entire home/apt,1055.0,4.0,1.0,No children under 10 & No parties & No smoking,7
Key West,Space & comfort in victorian city home,Entire home/apt,1183.0,3.0,5.0,No smoking & No visitors & No children under 10,5
Mosinee,Beautiful neighborhood apartment,Entire home/apt,928.0,5.0,4.0,No smoking,5
Charlotte,"Home away from home. sun, spacious 1br apartment",Entire home/apt,1008.0,90.0,1.0,No pets,9
Santa Fe,Sun and spacious private room in neighborhood,Private room,234.0,30.0,2.0,No children under 10 & No visitors,1
St. Petersburg,Large stylish 1.5 br noho/nolita,Entire home/apt,767.0,2.0,3.0,No children under 10,7
Burlington,Affordable luxury minutes to city,Entire home/apt,362.0,2.0,5.0,No smoking & No children under 10,3
Ontario,Luxurious full floor 2 bedroom best location,Entire home/apt,612.0,30.0,1.0,No children under 10 & No smoking,2
Lewiston,Charming room 4 blocks from empire state building,Private room,1195.0,3.0,4.0,No parties & No pets & No visitors,1
Moab,Charming sun neighborhood bedroom,Private room,396.0,2.0,2.0,No children under 10,1
Kalispell,City room in hip neighborhood - close to train,Private room,742.0,1.0,1.0,No children under 10 & No smoking,1
Durango,Beautiful room in city!!,Private room,886.0,30.0,2.0,No children under 10,1
Kona,A private bedroom in the heart of the neighborhood,Private room,309.0,1.0,3.0,No smoking & No children under 10 & No parties,2
Beaumont,"Spacious & bright 3brs near subways, parks, shops",Entire home/apt,623.0,1.0,4.0,No visitors & No smoking & No pets,5
Melbourne,Amazing apartment in upper east near guggenheim,Entire home/apt,714.0,3.0,5.0,No parties & No pets & No visitors,3
Charleston,Charming apt in bed-study! central location,Private room,1196.0,1.0,1.0,No pets,2
Grand Island,Cozy studio apartment in the heart of neighborhood,Entire home/apt,492.0,2.0,4.0,No parties,3
Asheville,Sun one bedroom in the friends building,Entire home/apt,472.0,1.0,5.0,No visitors,4
Bend,Cozy studio with private entrance,Entire home/apt,336.0,1.0,4.0,No children under 10,3
Santa Ana,Stunning designer loft in the heart of downtown,Entire home/apt,933.0,15.0,4.0,No pets & No children under 10,4
Lawton,Amazing views in the center of it all. look at the empire state building right from your bed!,Entire home/apt,959.0,2.0,5.0,No children under 10 & No pets,2
Fresno,Sun neighborhood oasis feels like luxury,Entire home/apt,693.0,1.0,3.0,No smoking & No children under 10,5
North Platte,Spacious private room in neighborhood,Private room,916.0,1.0,2.0,No visitors & No children under 10,1
New York,Cool downtown apartment in great location,Entire home/apt,997.0,4.0,4.0,No pets,7
West Palm Beach,Historic city 2-bedroom apt,Entire home/apt,1171.0,2.0,2.0,No pets & No parties,10
Bemidji,A beautiful cozy 1 br apartment.,Entire home/apt,198.0,2.0,5.0,No children under 10,2
Monterey,Full 1-bedroom in a picturesque brownstone,Entire home/apt,598.0,1.0,1.0,No pets,4
Laredo,Beautiful serene bedroom,Private room,893.0,1.0,1.0,No visitors & No pets,2
New Orleans,U.e.s 1 bedroom spacious apartment,Entire home/apt,147.0,4.0,1.0,No visitors,2
Petersburg,2  bedroom great  apt on  lexington  ave must see,Entire home/apt,808.0,30.0,3.0,No visitors & No pets,7
Tulsa,Beautiful big room/safe&comfortable/ near lg& airport,Private room,289.0,4.0,4.0,No children under 10,2
South Bend,Convenient 1bdr with outdoor space (sleeps 4),Entire home/apt,825.0,2.0,2.0,No visitors & No parties,8
New Bern,Nice private room in quiet e village apt,Private room,722.0,2.0,4.0,No parties & No pets,1
Valparaiso,Wash heights corner apt,Private room,471.0,4.0,2.0,No visitors,2
Santa Ana,Upper east side gem,Entire home/apt,619.0,15.0,2.0,No visitors,5
San Jose,Couch in e. neighborhood luxury apt,Shared room,306.0,1.0,3.0,No parties,1
Lewiston,Spacious 1 bedroom apt in city,Entire home/apt,365.0,2.0,2.0,No pets & No children under 10 & No visitors,3
Killeen,Cozy and creative in clinton hill,Private room,838.0,6.0,2.0,No visitors & No children under 10 & No parties,1
Santa Barbara,Newly renovated les apartment with private balco,Private room,970.0,5.0,5.0,No visitors & No smoking,1
Grand Forks,Large private bedroom in a 3 story brown stone,Private room,342.0,2.0,4.0,No smoking & No children under 10,1
Chattanooga,"4 bdrm/2 bath apt. central pk, columbia u.",Entire home/apt,564.0,30.0,3.0,No visitors & No pets,4
Everett,211 east 34 st room 8 (10 by 12),Private room,504.0,7.0,2.0,No parties,1
Eagle,"Amazingly located one bedroom,  near park",Entire home/apt,637.0,4.0,3.0,No visitors & No smoking,5
Grand Forks,Magical city townhouse room fit for a wizard,Private room,386.0,1.0,2.0,No children under 10,2
Dothan,Cozy 1 bdrm apt in the heart of hippest les hood,Entire home/apt,542.0,3.0,2.0,No children under 10 & No smoking & No parties,2
Wichita Falls,Bright 3-bedroom apartment in beautiful city,Entire home/apt,552.0,3.0,2.0,No children under 10,2
State College,Tribeca apt w/ rooftop views,Private room,1040.0,4.0,2.0,No pets & No parties,2
Eau Claire,The godfather private  room,Private room,1137.0,1.0,2.0,No children under 10,1
North Platte,Santuary from the city - sun neighborhood apt,Entire home/apt,714.0,14.0,2.0,No pets & No children under 10 & No visitors,5
Stockton,Full cosy apart in the middle of city!,Entire home/apt,455.0,4.0,1.0,No parties,3
Walla Walla,Studio apt in washington square <3,Entire home/apt,511.0,7.0,2.0,No children under 10,3
Muskegon,"Peaceful home, industrial neighborhood",Private room,1151.0,2.0,5.0,No parties,1
Chattanooga,Cozy room in neighborhood- 15 min to the city,Private room,933.0,1.0,2.0,No parties & No pets,2
Wenatchee,Tranquil room in city,Private room,505.0,2.0,2.0,No visitors,2
Augusta,"Cute one bedroom apt. in neighborhood, city.",Private room,750.0,3.0,1.0,No smoking & No children under 10 & No visitors,1
Roanoke,Beautiful newly renovated bk apt with w&d in unit,Entire home/apt,108.0,4.0,2.0,No visitors & No parties,2
Manhattan,Private room with skyline view. near airport airport,Private room,402.0,1.0,4.0,No parties,2
Brainerd,✺ soho adorable studio ✺ downtown city!,Entire home/apt,900.0,2.0,2.0,No parties,5
Arcata,Lovely  room!,Private room,574.0,1.0,4.0,No visitors,1
Honolulu,Large 1 bed w/big kitchen & exposed brick,Entire home/apt,1005.0,10.0,2.0,No smoking & No visitors,9
Allentown,$47/day private room! better than hostel! in city,Private room,667.0,1.0,3.0,No parties & No children under 10,2
Providence,"Large room in brownstone, heart of historic neighborhood",Private room,426.0,4.0,4.0,No parties,2
Fort Leonard Wood,Upper westside 1 br/1.5 bath apt,Entire home/apt,353.0,30.0,5.0,No children under 10,2
Juneau,Private open space,Entire home/apt,856.0,3.0,4.0,No children under 10,8
Newark,Sun cozy room located in prime east flatbush,Private room,432.0,2.0,3.0,No parties & No visitors,2
Greer,2 blocks from subway | artsy bk space,Private room,403.0,21.0,2.0,No children under 10 & No pets,1
Yuma,2 bed apartment close to downtown,Entire home/apt,146.0,2.0,2.0,No pets,2
Helena,For cat lovers - neighborhood 1 bdr,Entire home/apt,926.0,5.0,1.0,No pets,6
Eau Claire,Huge sun bedroom in crown heights,Private room,504.0,1.0,3.0,No smoking,2
Yakima,Luxury sun-filled private room near time square,Private room,918.0,2.0,5.0,No children under 10,1
Erie,Studio in upper east side city,Entire home/apt,72.0,4.0,3.0,No pets,2
Washington,Neighborhood's best kept secret,Entire home/apt,802.0,3.0,4.0,No visitors & No smoking,2
New York,Modern city oasis (private room),Private room,403.0,1.0,5.0,No children under 10,1
Cedar City,Quite and cozy room in manatthan,Private room,1006.0,2.0,5.0,No visitors & No parties,2
Niagara Falls,Private guestroom in landmark city brownstone,Entire home/apt,1005.0,1.0,2.0,No parties,5
State College,Luxury huge 2br duplex near train - patio oasis!!,Entire home/apt,356.0,1.0,3.0,No pets,3
Omaha,Spacious room in neighborhood with a back yard.,Private room,174.0,1.0,3.0,No children under 10,2
Cedar City,Mamas red rm#2- profs-interns-students city train,Private room,630.0,3.0,2.0,No children under 10 & No parties & No pets,1
Hibbing,"Neighborhood, bk 1 bedroom, couple/solo traveler",Entire home/apt,574.0,3.0,5.0,No pets,2
Paducah,Private cozy 2-bedroom clinton hill apartment,Entire home/apt,942.0,2.0,5.0,No parties & No visitors & No pets,3
Santa Barbara,Charming home away from home,Entire home/apt,474.0,1.0,2.0,No pets,2
Shreveport,Small & comfy bedroom near city college.,Private room,293.0,1.0,5.0,No pets,1
Burlington,Room in a soho loft,Private room,914.0,3.0,2.0,No parties & No smoking & No visitors,2
Cleveland,Pleasant & low-priced place  in city,Private room,347.0,1.0,2.0,No parties,1
Bangor,Sun room,Private room,55.0,1.0,1.0,No pets,1
Santa Ana,Huge private bedroom one block from the train!,Private room,1146.0,1.0,5.0,No visitors & No children under 10,1
Melbourne,Spectacular neighborhood 2 br loft,Entire home/apt,111.0,10.0,5.0,No children under 10 & No visitors,3
San Francisco,Bright & quiet minutes from washington square park,Entire home/apt,936.0,7.0,5.0,No children under 10,8
Butte,"Mt07-1 luxury! studio,cozy,gym,doorman stu-7",Entire home/apt,514.0,45.0,3.0,No visitors & No pets,3
Dillingham,Charming apartment up in the trees,Entire home/apt,1052.0,5.0,1.0,No pets & No children under 10,9
Norfolk,Private 1 bed in apt off  prospect park |  q & b,Private room,1158.0,2.0,5.0,No pets & No visitors,1
Sarasota,Cozy room in spacious and sun apartment,Private room,830.0,2.0,4.0,No pets & No parties & No visitors,1
Wichita,Luxury apartment/ wall street,Entire home/apt,1115.0,1.0,5.0,No smoking,6
Nantucket,Charming city apartment in historic brownstone,Entire home/apt,873.0,2.0,1.0,No visitors & No smoking & No parties,2
Burlington,"Master bedroom in a beautiful, spacious home",Private room,976.0,3.0,5.0,No smoking & No parties,2
Twin Falls,Clean and cozy neighborhood studio,Entire home/apt,890.0,9.0,4.0,No pets & No visitors & No parties,5
Denver,Quaint & charming 2br + futon,Private room,897.0,1.0,1.0,No children under 10,1
Tyler,2000sq $2 million 3 story townhouse,Entire home/apt,92.0,1.0,1.0,No pets,3
Honolulu,Gr8 views in heart of neighborhood,Private room,451.0,2.0,5.0,No pets,2
Syracuse,Privet outdoor space!!!,Entire home/apt,173.0,30.0,1.0,No smoking & No children under 10 & No parties,2
Miami,Comfortable shared apartmant by downtownuare,Shared room,924.0,1.0,2.0,No smoking & No children under 10,1
Gillette,Designer exposed brick neighborhood walk up,Entire home/apt,920.0,4.0,4.0,No smoking & No visitors,3
Branson,Quite relaxing convenient shared room in ues.,Shared room,670.0,1.0,3.0,No children under 10,1
Portland,"Luxury 1br in downtownuare ""urban oasis""",Entire home/apt,383.0,4.0,5.0,No smoking & No visitors,2
Wrangell,Luxury doorman building great view city,Private room,616.0,2.0,4.0,No smoking & No visitors & No parties,1
Grand Island,Room in two bedroom apartment,Private room,159.0,1.0,2.0,No visitors,1
Albany,2br~union square~newly furnished,Entire home/apt,379.0,30.0,5.0,No children under 10,2
Greensboro,Sun 2bd w. elevator / perfect 4 small family,Entire home/apt,876.0,7.0,2.0,No pets,6
Midland,Private pod in the heart of city,Private room,521.0,30.0,4.0,No smoking,1
Arcata,Nice & cozy room located in city apt!!,Private room,133.0,1.0,5.0,No children under 10 & No pets & No parties,2
Pittsburgh,Uws luxury 2 bdrm 2 bath penthouse,Entire home/apt,1187.0,30.0,2.0,No visitors,4
Clarksburg,Big furnished bedroom neighborhood,Private room,745.0,2.0,2.0,No parties & No visitors & No smoking,1
Joplin,Private lrg bedroom in a convrtable 2 bed apt.,Private room,83.0,1.0,4.0,No visitors & No parties & No children under 10,1
Manchester,Luxury neighborhood city condo with 24hr doorman,Entire home/apt,406.0,2.0,3.0,No pets & No parties & No visitors,2
St. Louis,Studio apt. near empire state bldg 4b,Entire home/apt,390.0,30.0,2.0,No smoking,3
Green Bay,"A home away from home,  you will be at home.",Private room,683.0,1.0,5.0,No pets & No smoking & No parties,2
Kalamazoo,"Clean design, one bd, renovated!",Entire home/apt,1033.0,4.0,4.0,No children under 10,6
New Bern,Neighborhood cozy apartement,Entire home/apt,1054.0,4.0,5.0,No parties & No pets,3
Dubuque,The rosedale palace master room,Private room,956.0,1.0,4.0,No parties,2
Midland,1 bedroom,Private room,958.0,1.0,2.0,No smoking & No pets,2
Lexington,American room @ columbia uni.,Private room,599.0,1.0,4.0,No smoking & No pets,2
Belleville,Sonder | the biltmore | serene 1br + city view,Entire home/apt,838.0,29.0,4.0,No parties & No visitors,8
Dallas,2 bedroom apt in downtown city,Entire home/apt,1180.0,4.0,2.0,No visitors & No children under 10 & No parties,5
Kona,Sonder | wall street | dreamy 2br + laundry,Private room,155.0,2.0,4.0,No children under 10 & No pets,2
Boise,Lovely room in neighborhood,Entire home/apt,707.0,28.0,3.0,No smoking & No parties,4
Devils Lake,The ocean view room size 12x14,Private room,709.0,5.0,2.0,No parties,1
Kahului,Your quiet refuge in the heart of city,Entire home/apt,1150.0,3.0,4.0,No parties & No smoking & No visitors,4
Akron,"Sun & spacious 1br w/porch, w/d, huge kitchen",Entire home/apt,1025.0,3.0,2.0,No children under 10 & No smoking & No visitors,7
Dothan,Apartment on riverside,Entire home/apt,436.0,4.0,4.0,No pets & No parties & No smoking,2
Minneapolis,Entire 1 bedroom apartment in neighborhood city,Entire home/apt,107.0,4.0,3.0,No visitors,3
Nome,Cozy affordable room #3,Private room,606.0,1.0,3.0,No parties,2
Greensboro,Bright modern clean convenient city location,Entire home/apt,299.0,2.0,4.0,No pets,2
Yakutat,Lovely double bedroom in the centre of it all,Private room,773.0,2.0,2.0,No visitors & No pets & No parties,1
Minneapolis,Entire place! near columbia-sleeps up to 8 guests!,Entire home/apt,663.0,1.0,5.0,No visitors,6
Monterey,Lovely room in city lower east side,Private room,738.0,1.0,4.0,No children under 10 & No smoking & No visitors,2
New Orleans,Happy big family,Private room,889.0,1.0,3.0,No pets & No visitors,2
El Paso,423 ocean parkway,Private room,557.0,1.0,2.0,No parties & No children under 10 & No smoking,1
Pensacola,Stylish and cozy neighborhood 2 bedroom apartment,Entire home/apt,1036.0,1.0,4.0,No parties,5
St. Petersburg,Hugetropical bedrm near ferry,Private room,67.0,1.0,5.0,No parties & No visitors,1
Grand Island,Studio apartment with gorgeous view!,Entire home/apt,861.0,1.0,5.0,No parties,6
Provo,"Prime neighborhood location,washer/dryer",Entire home/apt,437.0,120.0,1.0,No children under 10,3
Hobbs,"Studio loft, cosy and charming with rooftop view",Entire home/apt,1062.0,2.0,1.0,No pets,7
New Bern,Entire apartment in the heart of neighborhood,Entire home/apt,1043.0,30.0,5.0,No visitors & No parties & No pets,6
Spokane,Best apartment in city park,Entire home/apt,383.0,2.0,2.0,No visitors & No pets,3
Fargo,Comfortable private room near columbia university,Private room,1036.0,1.0,3.0,No parties,1
Dallas,Quite & cozy high raise atmosphere,Private room,635.0,1.0,5.0,No smoking,1
Lake Charles,Cozy walk-up apt in the historic lower east side.,Entire home/apt,578.0,2.0,1.0,No smoking,3
La Crosse,Huge apt on park south,Entire home/apt,1189.0,7.0,5.0,No pets & No children under 10 & No smoking,10
Lexington,Comfy 1 bed 1 bath - great location,Entire home/apt,662.0,2.0,2.0,No smoking & No visitors,6
White Plains,Private theatre district bedroom,Private room,149.0,2.0,4.0,No pets & No smoking & No parties,1
Kahului,Private room+beautiful private backyard near city,Private room,1047.0,1.0,2.0,No children under 10,2
Adak Island,Large studio in hip area near major subway stop,Entire home/apt,812.0,3.0,2.0,No smoking & No children under 10 & No pets,8
Twin Falls,City private room with everything included !!,Entire home/apt,177.0,3.0,2.0,No pets & No visitors,2
Moab,Centrally located 1bdr with furnished patio,Entire home/apt,1007.0,3.0,5.0,No smoking & No pets & No children under 10,2
Nantucket,Great spacious appartment,Entire home/apt,339.0,5.0,2.0,No smoking,2
Orlando,"Rare find: sun, large duplex neighborhood 2br 2ba",Entire home/apt,188.0,6.0,5.0,No pets,2
Eugene,Room in east neighborhood,Private room,858.0,1.0,3.0,No visitors,2
North Platte,Large sun 1bd in neighborhood!,Entire home/apt,641.0,4.0,1.0,No smoking,2
Ogdensburg,Large room in garden apartment,Private room,954.0,3.0,2.0,No smoking & No pets & No children under 10,2
Flagstaff,Comfortable space in heart of astoria,Shared room,1184.0,30.0,3.0,No parties,1
Joplin,2 bedroom/3bed apt/time square/hells kitchen,Entire home/apt,577.0,3.0,5.0,No visitors & No children under 10,2
Jacksonville,Gem off of prospect park,Private room,534.0,2.0,5.0,No parties,1
Killeen,Newly renovated 1br in the heart of ,Entire home/apt,817.0,4.0,5.0,No pets,2
Decatur,Private bathroom bedroom near airport  30min to city,Private room,1095.0,3.0,3.0,No smoking,2
Harlingen,Spacious comfortable neighborhood- 1 bedroom apt,Entire home/apt,511.0,2.0,2.0,No smoking,4
Palm Springs,Prospect gardens,Private room,862.0,1.0,3.0,No smoking & No visitors,1
Norfolk,City retreat,Private room,581.0,3.0,3.0,No pets & No children under 10 & No smoking,1
Charlotte Amalie,[301] 5 min walk to downtownuare,Private room,789.0,1.0,4.0,No children under 10,2
Washington,Massive master bedroom in city apartment,Private room,411.0,1.0,4.0,No smoking,1
College Station,Washington heights getaway bedroom,Private room,1120.0,15.0,2.0,No children under 10 & No parties & No smoking,2
Fayetteville,Modern luxury studio in city,Entire home/apt,1125.0,7.0,3.0,No pets,11
Birmingham,"Prime ues, centrally located, quiet city apartment",Entire home/apt,315.0,3.0,3.0,No smoking,2
Houston,Cozy room near casino and metro,Private room,1092.0,1.0,4.0,No parties,2
Hilo,Room in sun art-filled apartment,Private room,779.0,1.0,4.0,No smoking & No visitors,2
Hayden,Fresh neighborhood 4k pre-war remix w full bar!,Entire home/apt,278.0,3.0,5.0,No smoking & No pets,3
Charlottesville,Comfortable private room in a great location,Private room,763.0,4.0,5.0,No pets & No parties,2
Abilene,Super suite to stay in city,Entire home/apt,1049.0,7.0,2.0,No children under 10 & No visitors,5
Concord,Gorgeous park slope studio,Entire home/apt,641.0,14.0,4.0,No visitors & No smoking,4
Louisville,My room/coffee &bagel,Private room,815.0,6.0,4.0,No children under 10 & No visitors,1
Fort Wayne,"West 50th street, lux 1bd serviced apartment*",Entire home/apt,407.0,30.0,2.0,No visitors & No smoking,3
Missoula,*cozy private neighborhood home*,Entire home/apt,546.0,2.0,2.0,No visitors & No parties,2
Elko,Neighborhood 2br. close to l train,Entire home/apt,941.0,1.0,2.0,No visitors,5
Ogden,"Huge private bedroom, patio, + 20min to neighborhood",Private room,791.0,3.0,2.0,No visitors,2
Des Moines,The n residence,Private room,706.0,1.0,5.0,No smoking,2
Longview,Great sun 1 bedroom,Entire home/apt,1122.0,5.0,3.0,No parties & No smoking,9
Springfield,Spacious apt in neighborhood,Entire home/apt,1056.0,1.0,5.0,No pets & No smoking,4
Hartford,Spacious studio-high end finishes,Entire home/apt,1083.0,5.0,5.0,No parties & No pets,10
Elko,Private bedroom in a prewar brownstone,Private room,1063.0,2.0,4.0,No parties & No smoking & No visitors,1
Kearney,Open light loft in the heart of city,Entire home/apt,292.0,5.0,5.0,No visitors,2
Philadelphia,Private bedroom and bathroom crown heights aprtmnt,Private room,1047.0,1.0,5.0,No smoking & No pets,2
New York,Magical rowhouse and garden in neighborhood,Entire home/apt,189.0,4.0,1.0,No parties,3
Augusta,Big and bright apartment with balco,Entire home/apt,1029.0,7.0,4.0,No children under 10,7
Valparaiso,Brand new one bedroom in prime neighborhood,Entire home/apt,69.0,1.0,1.0,No children under 10 & No visitors,2
Lafayette,City artists loft in neighborhood,Entire home/apt,1029.0,2.0,3.0,No children under 10 & No pets & No parties,10
Garden City,"Gorgeous, bright one-bed in amazing location",Entire home/apt,720.0,5.0,4.0,No pets,2
Ponce,1940's historic city townhome,Entire home/apt,597.0,5.0,4.0,No pets,3
Johnstown,Modern duplex 30 minutes to downtownuare,Entire home/apt,334.0,4.0,4.0,No smoking,2
Baltimore,Spacious neighborhood beauty,Entire home/apt,687.0,4.0,3.0,No visitors & No smoking & No children under 10,2
Wichita,"Bright + airy theater district 1br w/ gym, doorman by blueground",Entire home/apt,673.0,30.0,4.0,No pets & No parties,2
Omaha,Sun apt.  near columbus circle,Entire home/apt,745.0,3.0,5.0,No smoking & No parties,6
Owensboro,"Bright 3 bedroom, garden, 2 full bathrooms",Entire home/apt,575.0,6.0,3.0,No smoking & No visitors & No pets,5
Fayetteville,Modern 4story building w/private bathroom elavator,Private room,276.0,2.0,3.0,No parties & No visitors,2
Colorado Springs,Clean 1br w/parking incl.  also 10min near airport/airport,Private room,483.0,458.0,2.0,No visitors,2
Missoula,Perfect long term rental~1 br- east 60th street!,Entire home/apt,1033.0,30.0,5.0,No parties,4
Elmira,Spacious 1 bedroom in bensonhurst - sleeps 4,Entire home/apt,401.0,3.0,4.0,No children under 10 & No visitors,3
Latrobe,"Entire apartment in astoria, 15mins from city",Entire home/apt,290.0,5.0,1.0,No smoking & No children under 10,2
Everett,Mint green in cypress hills,Private room,992.0,3.0,1.0,No children under 10,2
Gustavus,Private room in park north,Private room,1032.0,2.0,5.0,No parties,2
Fayetteville,Charming 1 bedroom in ideal location,Entire home/apt,433.0,3.0,3.0,No pets & No visitors,3
Greensboro,New(2019) renovated bath & 30-40 min to city,Private room,1115.0,30.0,5.0,No smoking,1
Fort Leonard Wood,"Big, bright, tribeca studio w/ doorman & elevator",Entire home/apt,87.0,2.0,5.0,No parties,3
Santa Ana,Bright room in historic brownstone,Private room,181.0,5.0,3.0,No children under 10 & No smoking & No parties,1
Indianapolis,Private room in super location in lower city,Private room,621.0,14.0,5.0,No pets & No smoking & No parties,1
Valparaiso,Rosie's home away from homecity,Entire home/apt,1090.0,1.0,2.0,No children under 10 & No smoking,5
Fresno,Bright & clean 1bed apt *prime* les,Entire home/apt,1167.0,1.0,5.0,No parties & No pets & No smoking,3
San Diego,Largebedroom gem in historic red hook city!,Private room,787.0,4.0,3.0,No visitors,2
Butte,Martha's guest room,Private room,312.0,1.0,4.0,No smoking,1
Huntsville,Pvt single room occupancy near airport 6 mi/airport 10 mi,Private room,1058.0,2.0,5.0,No visitors,2
Little Rock,Private room in heart of les,Private room,1003.0,2.0,2.0,No children under 10,1
Adak Island,"East 12th street, lux 1bd in neighborhood**",Entire home/apt,479.0,30.0,2.0,No children under 10 & No pets,2
Dallas,Upper east side duplex,Entire home/apt,819.0,3.0,2.0,No pets,7
Twin Falls,Sun room in beautiful city apartment,Private room,1122.0,10.0,3.0,No children under 10 & No smoking,2
North Bend,Walk through room close to everything,Private room,75.0,3.0,2.0,No smoking & No visitors,2
Watertown,Super clean & new 1 bedroom apartment,Entire home/apt,647.0,1.0,4.0,No visitors & No parties,2
Moline,"Gramercy heaven, right off park ave",Entire home/apt,1043.0,2.0,2.0,No smoking,8
