flight_number,price,departure_time,arrival_time,actual_elapsed_time,flight_date,departure_city,arrival_city,distance
F4057503,70,19:24,20:34,1 hours 10 minutes,2022-03-24,Washington,New York,213.0
F4057504,94,17:33,19:17,1 hours 44 minutes,2022-03-25,Washington,New York,213.0
F4057505,104,17:22,19:23,2 hours 1 minutes,2022-03-26,Washington,New York,213.0
F4057506,83,17:23,19:01,1 hours 38 minutes,2022-03-27,Washington,New York,213.0
F4057738,260,07:15,11:23,3 hours 8 minutes,2022-03-25,Fayetteville,New York,1147.0
F4057739,493,07:08,11:04,2 hours 56 minutes,2022-03-26,Fayetteville,New York,1147.0
F4057740,437,07:08,11:13,3 hours 5 minutes,2022-03-27,Fayetteville,New York,1147.0
F4057741,430,07:11,11:09,2 hours 58 minutes,2022-03-28,Fayetteville,New York,1147.0
F4057742,335,07:18,11:11,2 hours 53 minutes,2022-03-29,Fayetteville,New York,1147.0
F4058071,551,20:05,22:17,3 hours 12 minutes,2022-03-25,New York,Fayetteville,1147.0
F4058072,347,20:13,22:25,3 hours 12 minutes,2022-03-27,New York,Fayetteville,1147.0
F4058073,363,20:46,22:57,3 hours 11 minutes,2022-03-28,New York,Fayetteville,1147.0
F4058074,450,20:10,22:43,3 hours 33 minutes,2022-03-29,New York,Fayetteville,1147.0
F4058444,97,21:34,23:10,1 hours 36 minutes,2022-03-13,New York,Pittsburgh,340.0
F4058445,150,21:25,22:58,1 hours 33 minutes,2022-03-14,New York,Pittsburgh,340.0
F4058446,91,21:23,22:52,1 hours 29 minutes,2022-03-15,New York,Pittsburgh,340.0
F4058447,108,21:31,22:54,1 hours 23 minutes,2022-03-17,New York,Pittsburgh,340.0
F4058448,125,12:55,14:44,1 hours 49 minutes,2022-03-19,New York,Pittsburgh,340.0
F4059003,81,19:48,21:08,1 hours 20 minutes,2022-03-07,Boston,New York,187.0
F4059004,48,19:49,21:11,1 hours 22 minutes,2022-03-08,Boston,New York,187.0
F4059005,61,19:53,21:33,1 hours 40 minutes,2022-03-09,Boston,New York,187.0
F4059006,72,20:01,21:09,1 hours 8 minutes,2022-03-10,Boston,New York,187.0
F4059007,90,19:44,21:02,1 hours 18 minutes,2022-03-11,Boston,New York,187.0
F4059032,93,17:19,18:29,1 hours 10 minutes,2022-03-07,New York,Boston,187.0
F4059033,76,17:22,18:27,1 hours 5 minutes,2022-03-08,New York,Boston,187.0
F4059034,70,17:53,19:20,1 hours 27 minutes,2022-03-09,New York,Boston,187.0
F4059035,53,17:32,18:47,1 hours 15 minutes,2022-03-10,New York,Boston,187.0
F4059036,47,17:36,18:36,1 hours 0 minutes,2022-03-11,New York,Boston,187.0
F4059439,488,08:35,10:36,3 hours 1 minutes,2022-03-25,New York,Fayetteville,1147.0
F4059440,510,14:40,16:56,3 hours 16 minutes,2022-03-26,New York,Fayetteville,1147.0
F4059441,533,08:45,11:11,3 hours 26 minutes,2022-03-27,New York,Fayetteville,1147.0
F4059442,518,09:11,11:21,3 hours 10 minutes,2022-03-28,New York,Fayetteville,1147.0
F4059443,525,08:40,11:16,3 hours 36 minutes,2022-03-29,New York,Fayetteville,1147.0
F4059467,564,12:00,16:03,3 hours 3 minutes,2022-03-25,Fayetteville,New York,1147.0
F4059468,273,12:02,16:05,3 hours 3 minutes,2022-03-27,Fayetteville,New York,1147.0
F4059469,404,12:48,17:12,3 hours 24 minutes,2022-03-28,Fayetteville,New York,1147.0
F4059470,543,11:59,15:47,2 hours 48 minutes,2022-03-29,Fayetteville,New York,1147.0
F4059484,109,08:31,09:58,1 hours 27 minutes,2022-03-13,Pittsburgh,New York,340.0
F4059485,159,08:31,09:55,1 hours 24 minutes,2022-03-14,Pittsburgh,New York,340.0
F4059486,118,08:31,10:03,1 hours 32 minutes,2022-03-15,Pittsburgh,New York,340.0
F4059487,137,08:38,10:17,1 hours 39 minutes,2022-03-16,Pittsburgh,New York,340.0
F4059488,145,08:37,10:06,1 hours 29 minutes,2022-03-17,Pittsburgh,New York,340.0
F4059489,94,08:34,10:09,1 hours 35 minutes,2022-03-18,Pittsburgh,New York,340.0
F4059490,144,10:36,12:07,1 hours 31 minutes,2022-03-19,Pittsburgh,New York,340.0
F4059701,239,06:52,08:35,1 hours 43 minutes,2022-03-03,Jacksonville,Washington,634.0
F4059702,251,06:54,09:24,2 hours 30 minutes,2022-03-04,Jacksonville,Washington,634.0
F4059890,95,13:01,14:22,1 hours 21 minutes,2022-03-26,Charlotte,Hilton Head,207.0
F4059891,64,13:02,14:10,1 hours 8 minutes,2022-03-27,Charlotte,Hilton Head,207.0
F4059892,92,13:04,14:21,1 hours 17 minutes,2022-03-28,Charlotte,Hilton Head,207.0
F4059919,89,14:52,15:53,1 hours 1 minutes,2022-03-26,Hilton Head,Charlotte,207.0
F4059920,77,14:53,16:06,1 hours 13 minutes,2022-03-27,Hilton Head,Charlotte,207.0
F4059921,45,14:52,16:04,1 hours 12 minutes,2022-03-28,Hilton Head,Charlotte,207.0
F4061228,110,10:54,12:30,1 hours 36 minutes,2022-03-13,New York,Pittsburgh,340.0
F4061229,83,12:45,14:15,1 hours 30 minutes,2022-03-14,New York,Pittsburgh,340.0
F4061230,147,10:52,12:17,1 hours 25 minutes,2022-03-15,New York,Pittsburgh,340.0
F4061231,165,10:56,12:40,1 hours 44 minutes,2022-03-16,New York,Pittsburgh,340.0
F4061232,153,10:53,12:18,1 hours 25 minutes,2022-03-17,New York,Pittsburgh,340.0
F4061233,94,10:58,12:28,1 hours 30 minutes,2022-03-18,New York,Pittsburgh,340.0
F4061234,96,12:36,14:08,1 hours 32 minutes,2022-03-19,New York,Pittsburgh,340.0
F4061257,124,12:59,14:24,1 hours 25 minutes,2022-03-13,Pittsburgh,New York,340.0
F4061258,163,12:48,14:19,1 hours 31 minutes,2022-03-14,Pittsburgh,New York,340.0
F4061259,159,12:47,14:30,1 hours 43 minutes,2022-03-15,Pittsburgh,New York,340.0
F4061260,121,12:45,14:06,1 hours 21 minutes,2022-03-16,Pittsburgh,New York,340.0
F4061261,142,12:52,14:14,1 hours 22 minutes,2022-03-17,Pittsburgh,New York,340.0
F4061263,123,13:16,14:49,1 hours 33 minutes,2022-03-19,Pittsburgh,New York,340.0
F4061981,72,07:35,09:07,1 hours 32 minutes,2022-03-14,New York,Pittsburgh,335.0
F4061982,83,07:33,08:54,1 hours 21 minutes,2022-03-15,New York,Pittsburgh,335.0
F4061983,120,07:30,09:04,1 hours 34 minutes,2022-03-16,New York,Pittsburgh,335.0
F4061984,106,07:33,09:25,1 hours 52 minutes,2022-03-17,New York,Pittsburgh,335.0
F4062887,411,08:26,10:31,3 hours 5 minutes,2022-03-02,Washington,Omaha,1012.0
F4062889,217,11:35,14:51,2 hours 16 minutes,2022-03-02,Omaha,Washington,1012.0
F4063123,348,08:22,10:19,2 hours 57 minutes,2022-03-03,Washington,Omaha,1012.0
F4063125,449,11:31,14:45,2 hours 14 minutes,2022-03-03,Omaha,Washington,1012.0
F4063357,389,08:25,10:25,3 hours 0 minutes,2022-03-04,Washington,Omaha,1012.0
F4063359,306,11:28,14:47,2 hours 19 minutes,2022-03-04,Omaha,Washington,1012.0
F4063710,258,08:16,10:34,3 hours 18 minutes,2022-03-06,Washington,Omaha,1012.0
F4063712,435,11:32,15:24,2 hours 52 minutes,2022-03-06,Omaha,Washington,1012.0
F4063760,69,09:23,10:37,1 hours 14 minutes,2022-03-07,New York,Boston,187.0
F4063765,67,20:33,21:46,1 hours 13 minutes,2022-03-07,New York,Boston,184.0
F4063766,37,11:28,12:49,1 hours 21 minutes,2022-03-07,Boston,New York,184.0
F4063768,40,05:55,07:01,1 hours 6 minutes,2022-03-07,New York,Boston,184.0
F4063770,36,11:56,13:09,1 hours 13 minutes,2022-03-07,New York,Boston,184.0
F4063801,72,12:46,13:58,1 hours 12 minutes,2022-03-07,Boston,New York,187.0
F4063803,42,08:11,09:19,1 hours 8 minutes,2022-03-07,New York,Boston,184.0
F4063807,50,09:56,10:55,0 hours 59 minutes,2022-03-07,New York,Boston,184.0
F4063812,91,08:55,10:19,1 hours 24 minutes,2022-03-07,Boston,New York,184.0
F4063816,67,14:35,15:48,1 hours 13 minutes,2022-03-07,New York,Boston,184.0
F4063823,57,13:52,15:54,2 hours 2 minutes,2022-03-07,Boston,New York,184.0
F4063830,59,16:20,17:38,1 hours 18 minutes,2022-03-07,Boston,New York,184.0
F4063834,88,18:54,20:32,1 hours 38 minutes,2022-03-07,Boston,New York,184.0
F4063846,44,19:14,21:35,2 hours 21 minutes,2022-03-07,Boston,New York,184.0
F4063860,73,07:55,09:17,1 hours 22 minutes,2022-03-07,Boston,New York,184.0
F4063866,63,18:49,20:11,1 hours 22 minutes,2022-03-07,New York,Boston,184.0
F4063870,47,17:42,19:11,1 hours 29 minutes,2022-03-07,Boston,New York,184.0
F4063874,57,14:17,15:34,1 hours 17 minutes,2022-03-07,Boston,New York,187.0
F4063878,90,13:23,14:43,1 hours 20 minutes,2022-03-07,New York,Boston,187.0
F4063897,61,06:54,08:05,1 hours 11 minutes,2022-03-07,New York,Boston,184.0
F4063900,62,17:39,19:09,1 hours 30 minutes,2022-03-07,New York,Boston,184.0
F4063903,63,07:24,08:38,1 hours 14 minutes,2022-03-07,New York,Boston,187.0
F4063916,41,09:33,10:51,1 hours 18 minutes,2022-03-07,Boston,New York,187.0
F4063919,64,11:13,12:35,1 hours 22 minutes,2022-03-07,Boston,New York,187.0
F4063920,72,11:49,14:02,2 hours 13 minutes,2022-03-07,Boston,New York,184.0
F4063925,86,16:30,18:22,1 hours 52 minutes,2022-03-07,New York,Boston,184.0
F4063941,74,09:30,10:32,1 hours 2 minutes,2022-03-07,New York,Boston,184.0
F4063946,60,11:56,13:16,1 hours 20 minutes,2022-03-07,Boston,New York,184.0
F4063948,68,16:33,17:58,1 hours 25 minutes,2022-03-07,Boston,New York,184.0
F4063961,61,10:59,12:02,1 hours 3 minutes,2022-03-07,New York,Boston,184.0
F4063975,66,06:49,07:59,1 hours 10 minutes,2022-03-07,Boston,New York,184.0
F4063980,92,01:11,02:03,0 hours 52 minutes,2022-03-07,New York,Boston,187.0
F4063986,60,14:45,15:57,1 hours 12 minutes,2022-03-07,New York,Boston,184.0
F4064014,92,09:54,10:59,1 hours 5 minutes,2022-03-08,New York,Boston,187.0
F4064021,64,18:51,20:20,1 hours 29 minutes,2022-03-08,New York,Boston,184.0
F4064022,55,10:57,12:13,1 hours 16 minutes,2022-03-08,Boston,New York,184.0
F4064026,38,12:24,13:33,1 hours 9 minutes,2022-03-08,New York,Boston,184.0
F4064056,91,12:46,14:01,1 hours 15 minutes,2022-03-08,Boston,New York,187.0
F4064058,49,07:57,08:55,0 hours 58 minutes,2022-03-08,New York,Boston,184.0
F4064062,67,09:54,11:03,1 hours 9 minutes,2022-03-08,New York,Boston,184.0
F4064065,90,10:12,11:47,1 hours 35 minutes,2022-03-08,Boston,New York,184.0
F4064069,84,13:55,14:59,1 hours 4 minutes,2022-03-08,New York,Boston,184.0
F4064076,91,14:06,15:24,1 hours 18 minutes,2022-03-08,Boston,New York,184.0
F4064078,37,21:02,22:17,1 hours 15 minutes,2022-03-08,New York,Boston,184.0
F4064084,88,15:56,17:12,1 hours 16 minutes,2022-03-08,Boston,New York,184.0
F4064089,38,17:55,19:13,1 hours 18 minutes,2022-03-08,Boston,New York,184.0
F4064091,37,21:54,23:07,1 hours 13 minutes,2022-03-08,Boston,New York,184.0
F4064103,51,18:53,20:31,1 hours 38 minutes,2022-03-08,Boston,New York,184.0
F4064116,76,08:12,09:33,1 hours 21 minutes,2022-03-08,Boston,New York,184.0
F4064123,41,17:54,19:08,1 hours 14 minutes,2022-03-08,New York,Boston,184.0
F4064127,48,16:58,18:10,1 hours 12 minutes,2022-03-08,Boston,New York,184.0
F4064131,64,13:48,15:34,1 hours 46 minutes,2022-03-08,Boston,New York,187.0
F4064135,93,13:53,14:55,1 hours 2 minutes,2022-03-08,New York,Boston,187.0
F4064152,62,20:23,21:40,1 hours 17 minutes,2022-03-08,Boston,New York,184.0
F4064155,73,16:55,18:07,1 hours 12 minutes,2022-03-08,New York,Boston,184.0
F4064157,58,08:52,10:02,1 hours 10 minutes,2022-03-08,New York,Boston,187.0
F4064171,64,10:38,12:01,1 hours 23 minutes,2022-03-08,Boston,New York,187.0
F4064174,88,12:11,13:25,1 hours 14 minutes,2022-03-08,Boston,New York,187.0
F4064175,74,09:56,12:05,2 hours 9 minutes,2022-03-08,Boston,New York,184.0
F4064181,60,14:56,16:11,1 hours 15 minutes,2022-03-08,New York,Boston,184.0
F4064198,81,08:57,10:11,1 hours 14 minutes,2022-03-08,New York,Boston,184.0
F4064203,69,11:56,13:13,1 hours 17 minutes,2022-03-08,Boston,New York,184.0
F4064205,47,14:56,16:24,1 hours 28 minutes,2022-03-08,Boston,New York,184.0
F4064218,87,10:56,12:21,1 hours 25 minutes,2022-03-08,New York,Boston,184.0
F4064231,74,06:53,08:26,1 hours 33 minutes,2022-03-08,Boston,New York,184.0
F4064236,89,22:54,23:54,1 hours 0 minutes,2022-03-08,New York,Boston,187.0
F4064242,80,13:38,14:31,0 hours 53 minutes,2022-03-08,New York,Boston,184.0
F4064271,51,09:24,10:29,1 hours 5 minutes,2022-03-09,New York,Boston,187.0
F4064281,42,05:55,06:56,1 hours 1 minutes,2022-03-09,New York,Boston,184.0
F4064283,48,12:24,14:13,1 hours 49 minutes,2022-03-09,New York,Boston,184.0
F4064313,66,12:47,14:20,1 hours 33 minutes,2022-03-09,Boston,New York,187.0
F4064315,79,07:56,08:53,0 hours 57 minutes,2022-03-09,New York,Boston,184.0
F4064319,79,09:55,11:23,1 hours 28 minutes,2022-03-09,New York,Boston,184.0
F4064326,55,13:56,15:33,1 hours 37 minutes,2022-03-09,New York,Boston,184.0
F4064333,47,13:51,15:35,1 hours 44 minutes,2022-03-09,Boston,New York,184.0
F4064335,46,20:45,23:25,2 hours 40 minutes,2022-03-09,New York,Boston,184.0
F4064341,44,15:59,18:31,2 hours 32 minutes,2022-03-09,Boston,New York,184.0
F4064346,68,17:52,20:04,2 hours 12 minutes,2022-03-09,Boston,New York,184.0
F4064348,81,01:52,02:55,1 hours 3 minutes,2022-03-09,Boston,New York,184.0
F4064360,56,20:05,22:43,2 hours 38 minutes,2022-03-09,Boston,New York,184.0
F4064373,90,08:00,09:38,1 hours 38 minutes,2022-03-09,Boston,New York,184.0
F4064388,53,14:44,16:38,1 hours 54 minutes,2022-03-09,Boston,New York,187.0
F4064407,47,06:55,08:20,1 hours 25 minutes,2022-03-09,New York,Boston,184.0
F4064413,91,06:57,07:59,1 hours 2 minutes,2022-03-09,New York,Boston,187.0
F4064427,92,09:34,10:46,1 hours 12 minutes,2022-03-09,Boston,New York,187.0
F4064430,67,11:19,12:38,1 hours 19 minutes,2022-03-09,Boston,New York,187.0
F4064437,85,14:55,16:07,1 hours 12 minutes,2022-03-09,New York,Boston,184.0
F4064459,46,12:02,13:42,1 hours 40 minutes,2022-03-09,Boston,New York,184.0
F4064461,58,14:59,16:48,1 hours 49 minutes,2022-03-09,Boston,New York,184.0
F4064474,37,10:59,12:42,1 hours 43 minutes,2022-03-09,New York,Boston,184.0
F4064492,84,23:52,01:21,1 hours 29 minutes,2022-03-09,New York,Boston,187.0
F4064498,87,12:58,14:25,1 hours 27 minutes,2022-03-09,New York,Boston,184.0
F4064527,58,09:28,10:36,1 hours 8 minutes,2022-03-10,New York,Boston,187.0
F4064533,49,18:56,20:08,1 hours 12 minutes,2022-03-10,New York,Boston,184.0
F4064534,50,11:48,13:02,1 hours 14 minutes,2022-03-10,Boston,New York,184.0
F4064536,52,06:04,07:16,1 hours 12 minutes,2022-03-10,New York,Boston,184.0
F4064538,46,11:59,13:16,1 hours 17 minutes,2022-03-10,New York,Boston,184.0
F4064569,42,12:47,14:07,1 hours 20 minutes,2022-03-10,Boston,New York,187.0
F4064571,59,07:58,09:42,1 hours 44 minutes,2022-03-10,New York,Boston,184.0
F4064575,66,09:58,11:18,1 hours 20 minutes,2022-03-10,New York,Boston,184.0
F4064580,61,09:14,10:49,1 hours 35 minutes,2022-03-10,Boston,New York,184.0
F4064584,86,14:05,15:13,1 hours 8 minutes,2022-03-10,New York,Boston,184.0
F4064591,74,13:57,15:19,1 hours 22 minutes,2022-03-10,Boston,New York,184.0
F4064593,78,20:28,21:34,1 hours 6 minutes,2022-03-10,New York,Boston,184.0
F4064599,83,15:54,17:15,1 hours 21 minutes,2022-03-10,Boston,New York,184.0
F4064604,43,17:51,19:18,1 hours 27 minutes,2022-03-10,Boston,New York,184.0
F4064606,70,21:53,23:01,1 hours 8 minutes,2022-03-10,Boston,New York,184.0
F4064618,78,18:53,20:17,1 hours 24 minutes,2022-03-10,Boston,New York,184.0
F4064632,39,08:00,09:46,1 hours 46 minutes,2022-03-10,Boston,New York,184.0
F4064638,40,17:59,19:23,1 hours 24 minutes,2022-03-10,New York,Boston,184.0
F4064642,55,16:59,18:14,1 hours 15 minutes,2022-03-10,Boston,New York,184.0
F4064646,90,13:48,14:58,1 hours 10 minutes,2022-03-10,Boston,New York,187.0
F4064650,50,13:19,14:27,1 hours 8 minutes,2022-03-10,New York,Boston,187.0
F4064669,53,20:29,21:48,1 hours 19 minutes,2022-03-10,Boston,New York,184.0
F4064670,66,06:57,08:37,1 hours 40 minutes,2022-03-10,New York,Boston,184.0
F4064673,85,16:57,18:13,1 hours 16 minutes,2022-03-10,New York,Boston,184.0
F4064676,86,07:31,09:03,1 hours 32 minutes,2022-03-10,New York,Boston,187.0
F4064689,53,09:48,11:11,1 hours 23 minutes,2022-03-10,Boston,New York,187.0
F4064692,65,11:20,12:33,1 hours 13 minutes,2022-03-10,Boston,New York,187.0
F4064693,69,10:02,11:30,1 hours 28 minutes,2022-03-10,Boston,New York,184.0
F4064699,62,14:57,16:07,1 hours 10 minutes,2022-03-10,New York,Boston,184.0
F4064716,68,08:53,10:20,1 hours 27 minutes,2022-03-10,New York,Boston,184.0
F4064721,55,11:57,13:16,1 hours 19 minutes,2022-03-10,Boston,New York,184.0
F4064723,37,14:58,16:18,1 hours 20 minutes,2022-03-10,Boston,New York,184.0
F4064736,51,10:55,12:05,1 hours 10 minutes,2022-03-10,New York,Boston,184.0
F4064750,58,07:20,08:59,1 hours 39 minutes,2022-03-10,Boston,New York,184.0
F4064755,70,23:15,01:03,1 hours 48 minutes,2022-03-10,New York,Boston,187.0
F4064761,52,12:55,13:58,1 hours 3 minutes,2022-03-10,New York,Boston,184.0
F4064790,81,09:27,10:41,1 hours 14 minutes,2022-03-11,New York,Boston,187.0
F4064796,62,18:57,20:04,1 hours 7 minutes,2022-03-11,New York,Boston,184.0
F4064798,59,06:21,07:27,1 hours 6 minutes,2022-03-11,New York,Boston,184.0
F4064800,82,12:17,13:14,0 hours 57 minutes,2022-03-11,New York,Boston,184.0
F4064829,78,12:49,13:56,1 hours 7 minutes,2022-03-11,Boston,New York,187.0
F4064831,83,08:42,10:08,1 hours 26 minutes,2022-03-11,New York,Boston,184.0
F4064835,83,09:56,11:06,1 hours 10 minutes,2022-03-11,New York,Boston,184.0
F4064840,56,09:25,10:47,1 hours 22 minutes,2022-03-11,Boston,New York,184.0
F4064844,46,14:15,15:20,1 hours 5 minutes,2022-03-11,New York,Boston,184.0
F4064851,58,14:06,15:22,1 hours 16 minutes,2022-03-11,Boston,New York,184.0
F4064853,38,20:30,21:51,1 hours 21 minutes,2022-03-11,New York,Boston,184.0
F4064859,80,15:56,17:10,1 hours 14 minutes,2022-03-11,Boston,New York,184.0
F4064864,54,17:58,19:31,1 hours 33 minutes,2022-03-11,Boston,New York,184.0
F4064866,54,21:58,23:10,1 hours 12 minutes,2022-03-11,Boston,New York,184.0
F4064878,48,18:59,20:35,1 hours 36 minutes,2022-03-11,Boston,New York,184.0
F4064892,49,08:31,09:43,1 hours 12 minutes,2022-03-11,Boston,New York,184.0
F4064898,72,17:57,19:31,1 hours 34 minutes,2022-03-11,New York,Boston,184.0
F4064902,50,16:57,18:20,1 hours 23 minutes,2022-03-11,Boston,New York,184.0
F4064906,44,14:06,15:15,1 hours 9 minutes,2022-03-11,Boston,New York,187.0
F4064910,37,13:33,14:29,0 hours 56 minutes,2022-03-11,New York,Boston,187.0
F4064929,85,20:29,21:44,1 hours 15 minutes,2022-03-11,Boston,New York,184.0
F4064930,43,07:34,08:50,1 hours 16 minutes,2022-03-11,New York,Boston,184.0
F4064933,68,17:12,18:22,1 hours 10 minutes,2022-03-11,New York,Boston,184.0
F4064936,90,07:28,08:42,1 hours 14 minutes,2022-03-11,New York,Boston,187.0
F4064949,80,09:39,11:01,1 hours 22 minutes,2022-03-11,Boston,New York,187.0
F4064952,90,11:16,12:32,1 hours 16 minutes,2022-03-11,Boston,New York,187.0
F4064953,60,10:40,11:50,1 hours 10 minutes,2022-03-11,Boston,New York,184.0
F4064959,78,14:59,16:01,1 hours 2 minutes,2022-03-11,New York,Boston,184.0
F4064975,69,08:56,10:09,1 hours 13 minutes,2022-03-11,New York,Boston,184.0
F4064980,63,11:55,13:08,1 hours 13 minutes,2022-03-11,Boston,New York,184.0
F4064982,68,15:09,16:17,1 hours 8 minutes,2022-03-11,Boston,New York,184.0
F4064995,53,12:24,13:29,1 hours 5 minutes,2022-03-11,New York,Boston,184.0
F4065009,71,06:58,08:39,1 hours 41 minutes,2022-03-11,Boston,New York,184.0
F4065013,89,22:55,00:08,1 hours 13 minutes,2022-03-11,New York,Boston,187.0
F4065019,90,12:56,14:01,1 hours 5 minutes,2022-03-11,New York,Boston,184.0
F4065183,127,18:47,21:04,2 hours 17 minutes,2022-03-13,New York,Pittsburgh,335.0
F4065197,45,15:58,17:14,1 hours 16 minutes,2022-03-13,New York,Washington,214.0
F4065199,52,08:58,10:29,1 hours 31 minutes,2022-03-13,Washington,New York,214.0
F4065204,93,22:37,00:02,1 hours 25 minutes,2022-03-13,New York,Washington,228.0
F4065219,143,10:24,11:46,1 hours 22 minutes,2022-03-13,Pittsburgh,New York,335.0
F4065228,51,11:13,12:17,1 hours 4 minutes,2022-03-13,Washington,New York,213.0
F4065234,68,17:47,19:15,1 hours 28 minutes,2022-03-13,New York,Washington,213.0
F4065236,102,09:12,10:36,1 hours 24 minutes,2022-03-13,New York,Washington,213.0
F4065237,89,09:57,11:08,1 hours 11 minutes,2022-03-13,Washington,New York,214.0
F4065239,65,14:50,16:11,1 hours 21 minutes,2022-03-13,New York,Washington,228.0
F4065251,52,05:59,07:11,1 hours 12 minutes,2022-03-13,Washington,New York,228.0
F4065261,98,21:06,22:58,1 hours 52 minutes,2022-03-13,Washington,New York,213.0
F4065268,92,08:16,09:33,1 hours 17 minutes,2022-03-13,New York,Washington,214.0
F4065288,58,11:13,12:19,1 hours 6 minutes,2022-03-13,Washington,New York,214.0
F4065292,84,16:41,18:12,1 hours 31 minutes,2022-03-13,New York,Washington,213.0
F4065295,88,12:13,13:14,1 hours 1 minutes,2022-03-13,New York,Washington,214.0
F4065298,64,00:19,01:20,1 hours 1 minutes,2022-03-13,New York,Washington,214.0
F4065315,97,06:34,08:30,1 hours 56 minutes,2022-03-13,Pittsburgh,New York,340.0
F4065324,53,22:29,23:33,1 hours 4 minutes,2022-03-13,New York,Washington,213.0
F4065331,68,16:39,17:52,1 hours 13 minutes,2022-03-13,Washington,New York,214.0
F4065341,91,09:14,10:23,1 hours 9 minutes,2022-03-13,New York,Washington,214.0
F4065343,75,18:47,20:00,1 hours 13 minutes,2022-03-13,Washington,New York,214.0
F4065346,104,14:24,15:52,1 hours 28 minutes,2022-03-13,Washington,New York,213.0
F4065351,51,21:50,23:29,1 hours 39 minutes,2022-03-13,Washington,New York,214.0
F4065352,78,21:32,23:24,1 hours 52 minutes,2022-03-13,New York,Washington,214.0
F4065355,62,17:10,18:49,1 hours 39 minutes,2022-03-13,Washington,New York,228.0
F4065377,87,20:42,23:35,2 hours 53 minutes,2022-03-13,New York,Washington,214.0
F4065380,44,20:08,22:36,2 hours 28 minutes,2022-03-13,Washington,New York,214.0
F4065381,80,06:05,07:19,1 hours 14 minutes,2022-03-13,Washington,New York,213.0
F4065383,87,19:38,22:45,3 hours 7 minutes,2022-03-13,New York,Pittsburgh,340.0
F4065384,74,17:38,18:42,1 hours 4 minutes,2022-03-13,New York,Washington,214.0
F4065385,112,11:42,12:45,1 hours 3 minutes,2022-03-13,Washington,New York,228.0
F4065386,91,09:45,10:56,1 hours 11 minutes,2022-03-13,New York,Washington,228.0
F4065394,158,22:29,00:34,2 hours 5 minutes,2022-03-13,New York,Pittsburgh,335.0
F4065395,57,13:11,14:24,1 hours 13 minutes,2022-03-13,Washington,New York,214.0
F4065406,132,08:15,10:02,1 hours 47 minutes,2022-03-13,Pittsburgh,New York,335.0
F4065424,109,18:28,19:53,1 hours 25 minutes,2022-03-14,New York,Pittsburgh,335.0
F4065427,45,08:03,09:21,1 hours 18 minutes,2022-03-14,New York,Washington,214.0
F4065440,102,15:02,16:16,1 hours 14 minutes,2022-03-14,New York,Washington,214.0
F4065442,56,08:45,09:52,1 hours 7 minutes,2022-03-14,Washington,New York,214.0
F4065446,73,05:51,06:55,1 hours 4 minutes,2022-03-14,Washington,New York,214.0
F4065448,62,21:48,23:07,1 hours 19 minutes,2022-03-14,New York,Washington,228.0
F4065468,138,05:54,07:22,1 hours 28 minutes,2022-03-14,Pittsburgh,New York,335.0
F4065474,60,11:18,12:30,1 hours 12 minutes,2022-03-14,Washington,New York,213.0
F4065481,96,17:50,19:07,1 hours 17 minutes,2022-03-14,New York,Washington,213.0
F4065484,60,09:09,10:28,1 hours 19 minutes,2022-03-14,New York,Washington,213.0
F4065485,95,10:11,11:22,1 hours 11 minutes,2022-03-14,Washington,New York,214.0
F4065488,109,14:41,15:51,1 hours 10 minutes,2022-03-14,New York,Washington,228.0
F4065499,112,05:50,07:06,1 hours 16 minutes,2022-03-14,Washington,New York,228.0
F4065508,66,20:58,22:12,1 hours 14 minutes,2022-03-14,Washington,New York,213.0
F4065514,65,09:14,10:23,1 hours 9 minutes,2022-03-14,New York,Washington,214.0
F4065521,97,06:37,07:47,1 hours 10 minutes,2022-03-14,New York,Washington,214.0
F4065536,98,11:21,12:46,1 hours 25 minutes,2022-03-14,Washington,New York,214.0
F4065540,65,15:44,16:48,1 hours 4 minutes,2022-03-14,New York,Washington,213.0
F4065545,106,12:14,13:17,1 hours 3 minutes,2022-03-14,New York,Washington,214.0
F4065548,57,23:07,00:16,1 hours 9 minutes,2022-03-14,New York,Washington,214.0
F4065563,103,06:36,08:09,1 hours 33 minutes,2022-03-14,Pittsburgh,New York,340.0
F4065573,70,21:28,22:45,1 hours 17 minutes,2022-03-14,New York,Washington,213.0
F4065581,59,16:39,17:42,1 hours 3 minutes,2022-03-14,Washington,New York,214.0
F4065593,105,10:40,11:52,1 hours 12 minutes,2022-03-14,New York,Washington,214.0
F4065595,69,17:56,19:36,1 hours 40 minutes,2022-03-14,Washington,New York,214.0
F4065598,71,14:48,16:05,1 hours 17 minutes,2022-03-14,Washington,New York,213.0
F4065606,89,21:45,22:55,1 hours 10 minutes,2022-03-14,Washington,New York,214.0
F4065607,92,20:38,21:52,1 hours 14 minutes,2022-03-14,New York,Washington,214.0
F4065610,69,17:29,18:58,1 hours 29 minutes,2022-03-14,Washington,New York,228.0
F4065634,54,18:57,20:10,1 hours 13 minutes,2022-03-14,New York,Washington,214.0
F4065639,52,19:30,20:39,1 hours 9 minutes,2022-03-14,Washington,New York,214.0
F4065640,50,05:59,07:20,1 hours 21 minutes,2022-03-14,Washington,New York,213.0
F4065642,147,19:36,21:04,1 hours 28 minutes,2022-03-14,New York,Pittsburgh,340.0
F4065643,95,17:23,18:37,1 hours 14 minutes,2022-03-14,New York,Washington,214.0
